date,code,value
20210607,000510,6081.27
20210608,000510,6041.09
20210609,000510,6056.56
20210610,000510,6119.88
20210611,000510,6083.10
20210615,000510,6013.55
20210616,000510,5889.21
20210617,000510,5929.28
20210618,000510,5945.65
20210621,000510,5949.45
20210622,000510,5982.76
20210623,000510,6029.77
20210624,000510,6024.87
20210625,000510,6114.66
20210628,000510,6144.37
20210629,000510,6084.50
20210630,000510,6135.48
20210701,000510,6125.53
20210702,000510,5961.76
20210705,000510,5977.81
20210706,000510,5968.60
20210707,000510,6053.03
20210708,000510,6013.08
20210709,000510,6005.15
20210712,000510,6108.00
20210713,000510,6113.50
20210714,000510,6039.68
20210715,000510,6113.21
20210716,000510,6037.06
20210719,000510,6054.57
20210720,000510,6055.58
20210721,000510,6120.05
20210722,000510,6136.11
20210723,000510,6059.25
20210726,000510,5887.64
20210727,000510,5680.90
20210728,000510,5690.38
20210729,000510,5832.18
20210730,000510,5800.26
20210802,000510,5927.99
20210803,000510,5910.10
20210804,000510,5991.38
20210805,000510,5955.47
20210806,000510,5928.87
20210809,000510,5968.36
20210810,000510,6020.19
20210811,000510,5998.51
20210812,000510,5958.76
20210813,000510,5926.74
20210816,000510,5899.81
20210817,000510,5766.36
20210818,000510,5814.07
20210819,000510,5799.53
20210820,000510,5695.00
20210823,000510,5796.37
20210824,000510,5856.87
20210825,000510,5886.59
20210826,000510,5782.72
20210827,000510,5818.03
20210830,000510,5820.95
20210831,000510,5802.57
20210901,000510,5832.35
20210902,000510,5838.75
20210903,000510,5802.26
20210906,000510,5915.32
20210907,000510,5984.95
20210908,000510,5964.34
20210909,000510,5973.65
20210910,000510,6012.27
20210913,000510,5993.70
20210914,000510,5931.63
20210915,000510,5883.49
20210916,000510,5792.72
20210917,000510,5827.77
20210922,000510,5806.30
20210923,000510,5839.59
20210924,000510,5822.87
20210927,000510,5828.92
20210928,000510,5826.69
20210929,000510,5746.27
20210930,000510,5812.60
20211008,000510,5869.22
20211011,000510,5866.91
20211012,000510,5788.12
20211013,000510,5860.55
20211014,000510,5846.66
20211015,000510,5886.57
20211018,000510,5846.77
20211019,000510,5892.99
20211020,000510,5883.56
20211021,000510,5898.22
20211022,000510,5920.21
20211025,000510,5952.66
20211026,000510,5932.27
20211027,000510,5870.53
20211028,000510,5819.06
20211029,000510,5894.05
20211101,000510,5877.44
20211102,000510,5824.05
20211103,000510,5800.75
20211104,000510,5861.45
20211105,000510,5823.74
20211108,000510,5839.17
20211109,000510,5852.70
20211110,000510,5813.94
20211111,000510,5896.63
20211112,000510,5888.68
20211115,000510,5866.55
20211116,000510,5855.15
20211117,000510,5877.41
20211118,000510,5825.67
20211119,000510,5890.79
20211122,000510,5946.76
20211123,000510,5939.50
20211124,000510,5937.12
20211125,000510,5917.67
20211126,000510,5881.70
20211129,000510,5887.94
20211130,000510,5873.97
20211201,000510,5878.75
20211202,000510,5882.73
20211203,000510,5934.43
20211206,000510,5901.36
20211207,000510,5908.07
20211208,000510,6000.39
20211209,000510,6076.18
20211210,000510,6059.84
20211213,000510,6100.57
20211214,000510,6061.81
20211215,000510,6015.09
20211216,000510,6056.57
20211217,000510,5963.42
20211220,000510,5866.87
20211221,000510,5913.35
20211222,000510,5927.96
20211223,000510,5964.54
20211224,000510,5921.26
20211227,000510,5911.33
20211228,000510,5950.72
20211229,000510,5873.80
20211230,000510,5921.15
20211231,000510,5946.59
20220104,000510,5918.18
20220105,000510,5843.02
20220106,000510,5793.98
20220107,000510,5789.44
20220110,000510,5815.68
20220111,000510,5756.27
20220112,000510,5819.56
20220113,000510,5721.89
20220114,000510,5688.78
20220117,000510,5748.23
20220118,000510,5795.10
20220119,000510,5750.42
20220120,000510,5775.12
20220121,000510,5717.54
20220124,000510,5727.52
20220125,000510,5584.99
20220126,000510,5620.96
20220127,000510,5497.25
20220128,000510,5435.23
20220207,000510,5523.91
20220208,000510,5504.02
20220209,000510,5565.43
20220210,000510,5552.24
20220211,000510,5495.93
20220214,000510,5443.93
20220215,000510,5506.28
20220216,000510,5527.48
20220217,000510,5541.82
20220218,000510,5573.07
20220221,000510,5559.14
20220222,000510,5490.21
20220223,000510,5563.02
20220224,000510,5453.18
20220225,000510,5505.80
20220228,000510,5523.09
20220301,000510,5559.84
20220302,000510,5512.81
20220303,000510,5477.91
20220304,000510,5405.51
20220307,000510,5236.45
20220308,000510,5122.25
20220309,000510,5074.85
20220310,000510,5160.58
20220311,000510,5175.83
20220314,000510,5019.80
20220315,000510,4778.88
20220316,000510,4980.24
20220317,000510,5084.80
20220318,000510,5121.25
20220321,000510,5119.37
20220322,000510,5116.69
20220323,000510,5143.95
20220324,000510,5110.49
20220325,000510,5019.00
20220328,000510,4992.30
20220329,000510,4970.51
20220330,000510,5107.48
20220331,000510,5061.53
20220401,000510,5117.28
20220406,000510,5099.74
20220407,000510,5031.06
20220408,000510,5052.46
20220411,000510,4887.54
20220412,000510,4975.75
20220413,000510,4923.65
20220414,000510,4985.50
20220415,000510,4968.77
20220418,000510,4953.20
20220419,000510,4925.82
20220420,000510,4838.80
20220421,000510,4729.12
20220422,000510,4741.82
20220425,000510,4484.45
20220426,000510,4436.91
20220427,000510,4591.57
20220428,000510,4615.85
20220429,000510,4745.73
20220505,000510,4749.48
20220506,000510,4630.76
20220509,000510,4603.14
20220510,000510,4655.10
20220511,000510,4724.33
20220512,000510,4706.89
20220513,000510,4743.89
20220516,000510,4715.22
20220517,000510,4774.90
20220518,000510,4758.58
20220519,000510,4775.09
20220520,000510,4866.11
20220523,000510,4846.71
20220524,000510,4718.35
20220525,000510,4752.59
20220526,000510,4773.40
20220527,000510,4781.58
20220530,000510,4821.24
20220531,000510,4895.10
20220601,000510,4892.27
20220602,000510,4910.26
20220606,000510,5007.95
20220607,000510,5014.86
20220608,000510,5059.96
20220609,000510,4997.56
20220610,000510,5077.12
20220613,000510,5032.02
20220614,000510,5057.46
20220615,000510,5103.63
20220616,000510,5085.32
20220617,000510,5158.75
20220620,000510,5183.93
20220621,000510,5167.81
20220622,000510,5096.67
20220623,000510,5191.96
20220624,000510,5258.23
20220627,000510,5315.96
20220628,000510,5381.16
20220629,000510,5288.53
20220630,000510,5364.32
20220701,000510,5348.78
20220704,000510,5391.50
20220705,000510,5388.13
20220706,000510,5308.38
20220707,000510,5337.58
20220708,000510,5312.67
20220711,000510,5215.34
20220712,000510,5159.01
20220713,000510,5173.34
20220714,000510,5186.02
20220715,000510,5101.80
20220718,000510,5160.73
20220719,000510,5140.25
20220720,000510,5164.83
20220721,000510,5107.79
20220722,000510,5101.26
20220725,000510,5065.65
20220726,000510,5109.57
20220727,000510,5093.77
20220728,000510,5097.12
20220729,000510,5034.18
20220801,000510,5064.40
20220802,000510,4958.26
20220803,000510,4912.54
20220804,000510,4951.83
20220805,000510,5026.27
20220808,000510,5026.75
20220809,000510,5040.32
20220810,000510,4990.32
20220811,000510,5084.10
20220812,000510,5076.57
20220815,000510,5079.98
20220816,000510,5074.68
20220817,000510,5112.80
20220818,000510,5073.07
20220819,000510,5029.82
20220822,000510,5080.28
20220823,000510,5057.93
20220824,000510,4944.17
20220825,000510,4978.94
20220826,000510,4962.93
20220829,000510,4944.53
20220830,000510,4922.82
20220831,000510,4900.10
20220901,000510,4858.92
20220902,000510,4843.38
20220905,000510,4836.13
20220906,000510,4890.41
20220907,000510,4900.86
20220908,000510,4875.09
20220909,000510,4939.15
20220913,000510,4955.98
20220914,000510,4902.15
20220915,000510,4837.22
20220916,000510,4727.19
20220919,000510,4715.27
20220920,000510,4728.67
20220921,000510,4699.39
20220922,000510,4662.82
20220923,000510,4634.59
20220926,000510,4604.36
20220927,000510,4673.07
20220928,000510,4579.78
20220929,000510,4583.42
20220930,000510,4547.41
20221010,000510,4445.62
20221011,000510,4460.14
20221012,000510,4536.16
20221013,000510,4505.74
20221014,000510,4616.75
20221017,000510,4629.34
20221018,000510,4623.59
20221019,000510,4555.65
20221020,000510,4524.66
20221021,000510,4507.88
20221024,000510,4393.90
20221025,000510,4385.73
20221026,000510,4431.15
20221027,000510,4403.55
20221028,000510,4282.57
20221031,000510,4254.26
20221101,000510,4398.88
20221102,000510,4452.05
20221103,000510,4424.78
20221104,000510,4565.41
20221107,000510,4575.78
20221108,000510,4550.81
20221109,000510,4512.03
20221110,000510,4471.70
20221111,000510,4582.53
20221114,000510,4580.57
20221115,000510,4667.11
20221116,000510,4631.86
20221117,000510,4614.68
20221118,000510,4593.21
20221121,000510,4565.35
20221122,000510,4555.25
20221123,000510,4559.08
20221124,000510,4542.31
20221125,000510,4551.89
20221128,000510,4506.96
20221129,000510,4631.24
20221130,000510,4638.82
20221201,000510,4688.25
20221202,000510,4660.69
20221205,000510,4737.68
20221206,000510,4759.91
20221207,000510,4750.20
20221208,000510,4745.62
20221209,000510,4788.88
20221212,000510,4742.43
20221213,000510,4722.22
20221214,000510,4724.62
20221215,000510,4729.55
20221216,000510,4719.39
20221219,000510,4645.73
20221220,000510,4573.33
20221221,000510,4566.63
20221222,000510,4558.78
20221223,000510,4547.99
20221226,000510,4582.58
20221227,000510,4629.31
20221228,000510,4607.09
20221229,000510,4592.26
20221230,000510,4605.18
20230103,000510,4642.81
20230104,000510,4642.45
20230105,000510,4728.51
20230106,000510,4746.14
20230109,000510,4779.08
20230110,000510,4787.71
20230111,000510,4776.91
20230112,000510,4785.03
20230113,000510,4840.45
20230116,000510,4912.45
20230117,000510,4913.72
20230118,000510,4912.39
20230119,000510,4945.76
20230120,000510,4982.74
20230130,000510,5011.25
20230131,000510,4969.58
20230201,000510,5018.30
20230202,000510,5006.98
20230203,000510,4966.35
20230206,000510,4906.49
20230207,000510,4916.94
20230208,000510,4892.09
20230209,000510,4960.12
20230210,000510,4931.58
20230213,000510,4977.02
20230214,000510,4978.38
20230215,000510,4956.92
20230216,000510,4909.83
20230217,000510,4840.36
20230220,000510,4953.71
20230221,000510,4970.09
20230222,000510,4929.67
20230223,000510,4922.76
20230224,000510,4878.25
20230227,000510,4856.07
20230228,000510,4886.28
20230301,000510,4952.18
20230302,000510,4940.32
20230303,000510,4951.67
20230306,000510,4932.75
20230307,000510,4855.38
20230308,000510,4845.87
20230309,000510,4830.83
20230310,000510,4766.49
20230313,000510,4810.08
20230314,000510,4776.44
20230315,000510,4779.42
20230316,000510,4716.27
20230317,000510,4743.62
20230320,000510,4722.61
20230321,000510,4781.26
20230322,000510,4806.47
20230323,000510,4850.07
20230324,000510,4841.55
20230327,000510,4830.88
20230328,000510,4805.37
20230329,000510,4811.51
20230330,000510,4845.72
20230331,000510,4868.38
20230403,000510,4924.86
20230404,000510,4930.73
20230406,000510,4928.78
20230407,000510,4963.72
20230410,000510,4935.50
20230411,000510,4933.52
20230412,000510,4939.48
20230413,000510,4900.55
20230414,000510,4933.36
20230417,000510,4984.76
20230418,000510,4995.86
20230419,000510,4955.11
20230420,000510,4943.70
20230421,000510,4836.78
20230424,000510,4782.88
20230425,000510,4737.78
20230426,000510,4741.32
20230427,000510,4763.83
20230428,000510,4819.14
20230504,000510,4808.14
20230505,000510,4777.25
20230508,000510,4825.64
20230509,000510,4776.09
20230510,000510,4756.12
20230511,000510,4747.68
20230512,000510,4681.51
20230515,000510,4753.98
20230516,000510,4724.90
20230517,000510,4711.70
20230518,000510,4710.22
20230519,000510,4699.29
20230522,000510,4723.37
20230523,000510,4661.30
20230524,000510,4607.17
20230525,000510,4595.79
20230526,000510,4599.61
20230529,000510,4579.03
20230530,000510,4592.77
20230531,000510,4548.86
20230601,000510,4562.89
20230602,000510,4629.38
20230605,000510,4612.11
20230606,000510,4559.01
20230607,000510,4537.26
20230608,000510,4558.22
20230609,000510,4587.19
20230612,000510,4599.42
20230613,000510,4624.15
20230614,000510,4625.96
20230615,000510,4696.73
20230616,000510,4746.53
20230619,000510,4716.63
20230620,000510,4714.91
20230621,000510,4630.25
20230626,000510,4561.29
20230627,000510,4606.02
20230628,000510,4595.32
20230629,000510,4578.56
20230630,000510,4608.50
20230703,000510,4656.92
20230704,000510,4666.45
20230705,000510,4631.48
20230706,000510,4602.78
20230707,000510,4575.24
20230710,000510,4599.23
20230711,000510,4630.23
20230712,000510,4592.52
20230713,000510,4656.57
20230714,000510,4655.08
20230717,000510,4620.03
20230718,000510,4605.96
20230719,000510,4598.64
20230720,000510,4560.56
20230721,000510,4555.17
20230724,000510,4536.15
20230725,000510,4654.94
20230726,000510,4641.92
20230727,000510,4629.15
20230728,000510,4716.89
20230731,000510,4748.80
20230801,000510,4737.65
20230802,000510,4707.98
20230803,000510,4736.30
20230804,000510,4756.87
20230807,000510,4723.63
20230808,000510,4708.65
20230809,000510,4687.99
20230810,000510,4694.57
20230811,000510,4592.60
20230814,000510,4568.65
20230815,000510,4545.51
20230816,000510,4504.92
20230817,000510,4525.90
20230818,000510,4461.03
20230821,000510,4403.24
20230822,000510,4435.35
20230823,000510,4356.41
20230824,000510,4387.00
20230825,000510,4355.35
20230828,000510,4404.90
20230829,000510,4468.55
20230830,000510,4475.71
20230831,000510,4450.74
20230901,000510,4475.65
20230904,000510,4545.56
20230905,000510,4513.36
20230906,000510,4505.96
20230907,000510,4436.19
20230908,000510,4416.74
20230911,000510,4452.49
20230912,000510,4445.43
20230913,000510,4411.32
20230914,000510,4403.42
20230915,000510,4377.13
20230918,000510,4398.78
20230919,000510,4383.56
20230920,000510,4362.47
20230921,000510,4325.59
20230922,000510,4406.91
20230925,000510,4378.57
20230926,000510,4353.02
20230927,000510,4367.35
20230928,000510,4362.85
20231009,000510,4355.80
20231010,000510,4327.52
20231011,000510,4340.32
20231012,000510,4378.92
20231013,000510,4335.21
20231016,000510,4289.10
20231017,000510,4299.81
20231018,000510,4257.60
20231019,000510,4173.82
20231020,000510,4142.97
20231023,000510,4089.34
20231024,000510,4108.20
20231025,000510,4126.73
20231026,000510,4138.42
20231027,000510,4202.45
20231030,000510,4237.01
20231031,000510,4219.44
20231101,000510,4215.81
20231102,000510,4192.18
20231103,000510,4232.31
20231106,000510,4294.11
20231107,000510,4283.80
20231108,000510,4277.98
20231109,000510,4276.23
20231110,000510,4247.06
20231113,000510,4250.08
20231114,000510,4253.30
20231115,000510,4283.70
20231116,000510,4239.67
20231117,000510,4241.08
20231120,000510,4254.29
20231121,000510,4253.42
20231122,000510,4203.63
20231123,000510,4228.80
20231124,000510,4194.91
20231127,000510,4170.41
20231128,000510,4181.67
20231129,000510,4148.03
20231130,000510,4150.27
20231201,000510,4144.43
20231204,000510,4121.32
20231205,000510,4040.31
20231206,000510,4051.59
20231207,000510,4041.10
20231208,000510,4054.91
20231211,000510,4082.77
20231212,000510,4089.46
20231213,000510,4023.50
20231214,000510,4003.95
20231215,000510,3990.26
20231218,000510,3965.11
20231219,000510,3970.67
20231220,000510,3925.36
20231221,000510,3965.90
20231222,000510,3965.49
20231225,000510,3977.71
20231226,000510,3948.56
20231227,000510,3959.05
20231228,000510,4054.18
20231229,000510,4079.40
20240102,000510,4030.38
20240103,000510,4018.73
20240104,000510,3979.08
20240105,000510,3946.39
20240108,000510,3888.80
20240109,000510,3898.32
20240110,000510,3878.46
20240111,000510,3910.39
20240112,000510,3894.86
20240115,000510,3889.00
20240116,000510,3902.64
20240117,000510,3810.06
20240118,000510,3858.23
20240119,000510,3846.48
20240122,000510,3758.49
20240123,000510,3784.04
20240124,000510,3831.15
20240125,000510,3916.82
20240126,000510,3895.91
20240129,000510,3846.10
20240130,000510,3772.67
20240131,000510,3720.82
20240201,000510,3721.23
20240202,000510,3663.77
20240205,000510,3663.41
20240206,000510,3825.41
20240207,000510,3902.19
20240208,000510,3934.25
20240219,000510,3976.73
20240220,000510,3978.07
20240221,000510,4021.93
20240222,000510,4056.43
20240223,000510,4064.84
20240226,000510,4034.64
20240227,000510,4094.55
20240228,000510,4026.96
20240229,000510,4118.96
20240301,000510,4147.92
20240304,000510,4156.22
20240305,000510,4170.82
20240306,000510,4158.08
20240307,000510,4124.08
20240308,000510,4152.90
20240311,000510,4212.50
20240312,000510,4221.12
20240313,000510,4200.65
20240314,000510,4189.25
20240315,000510,4207.05
20240318,000510,4250.22
20240319,000510,4217.70
20240320,000510,4229.90
20240321,000510,4219.38
20240322,000510,4176.06
20240325,000510,4142.67
20240326,000510,4157.11
20240327,000510,4093.02
20240328,000510,4127.86
20240329,000510,4154.54
20240401,000510,4231.91
20240402,000510,4214.18
20240403,000510,4200.94
20240408,000510,4158.94
20240409,000510,4164.40
20240410,000510,4125.57
20240411,000510,4128.58
20240412,000510,4099.50
20240415,000510,4173.03
20240416,000510,4107.54
20240417,000510,4185.72
20240418,000510,4186.64
20240419,000510,4156.64
20240422,000510,4136.70
20240423,000510,4101.91
20240424,000510,4128.71
20240425,000510,4135.89
20240426,000510,4204.26
20240429,000510,4260.22
20240430,000510,4232.69
20240506,000510,4301.89
20240507,000510,4304.15
20240508,000510,4261.39
20240509,000510,4311.92
20240510,000510,4305.79
20240513,000510,4293.77
20240514,000510,4285.80
20240515,000510,4251.00
20240516,000510,4260.77
20240517,000510,4307.94
20240520,000510,4326.88
20240521,000510,4302.33
20240522,000510,4307.33
20240523,000510,4248.86
20240524,000510,4202.59
20240527,000510,4243.43
20240528,000510,4209.60
20240529,000510,4218.60
20240530,000510,4197.96
20240531,000510,4182.71
20240603,000510,4189.86
20240604,000510,4228.10
20240605,000510,4199.37
20240606,000510,4189.64
20240607,000510,4167.53
20240611,000510,4140.49
20240612,000510,4145.07
20240613,000510,4120.63
20240614,000510,4134.26
20240617,000510,4132.53
20240618,000510,4146.00
20240619,000510,4120.39
20240620,000510,4080.57
20240621,000510,4074.68
20240624,000510,4040.09
20240625,000510,4015.32
20240626,000510,4052.84
20240627,000510,4009.55
20240628,000510,4023.33
20240701,000510,4046.46
20240702,000510,4029.67
20240703,000510,4017.39
20240704,000510,3991.19
20240705,000510,3985.52
20240708,000510,3945.64
20240709,000510,3997.40
20240710,000510,3985.72
20240711,000510,4043.58
20240712,000510,4046.25
20240715,000510,4039.64
20240716,000510,4064.56
20240717,000510,4057.22
20240718,000510,4079.29
20240719,000510,4094.49
20240722,000510,4073.01
20240723,000510,3975.66
20240724,000510,3946.05
20240725,000510,3925.35
20240726,000510,3948.59
20240729,000510,3924.42
20240730,000510,3901.81
20240731,000510,3997.47
20240801,000510,3970.35
20240802,000510,3926.47
20240805,000510,3869.26
20240806,000510,3879.57
20240807,000510,3877.82
20240808,000510,3876.53
20240809,000510,3861.37
20240812,000510,3854.76
20240813,000510,3864.83
20240814,000510,3830.21
20240815,000510,3866.78
20240816,000510,3867.01
20240819,000510,3878.35
20240820,000510,3844.69
20240821,000510,3834.75
20240822,000510,3818.68
20240823,000510,3833.19
20240826,000510,3832.70
20240827,000510,3807.54
20240828,000510,3790.86
20240829,000510,3795.78
20240923,000510,3725.78
20240924,000510,3885.17
20240925,000510,3937.37
20240926,000510,4103.82
20240927,000510,4298.56
20240930,000510,4684.89
20241008,000510,4981.30
20241009,000510,4630.94
20241010,000510,4661.03
20241011,000510,4516.47
20241014,000510,4609.55
20241015,000510,4495.57
20241016,000510,4464.92
20241017,000510,4418.55
20241018,000510,4581.32
20241021,000510,4614.35
20241022,000510,4644.92
20241023,000510,4664.25
20241024,000510,4610.74
20241025,000510,4655.91
